eplenmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,reward/eprewmean_smooth,stats/ep_dist_max,stats/ep_dist_mean,stats/ep_dist_min,stats/ep_dist_skew,stats/ep_dist_std,stats/ep_rew_max,stats/ep_rew_mean,stats/ep_rew_min,stats/ep_rew_skew,stats/ep_rew_std,stats/num_coll,stats/target_x,stats/target_y,stats/target_z
1024.0,66,0.015205547,0.12695312,8.226618,-0.018470157,82.82558,-0.001284480094909668,11,11264,165.19414458099345,11264,-883.3008326363637,0.67888206,0.43241698,0.024377292,-0.7174836993217468,0.11184112,-0.09297319140884663,-0.8681550757255285,-0.9729956546903779,2.9510825402881293,0.10378087229281803,111,-0.5,0.2,0.25
1024.0,50,0.017391179,0.14960937,8.243531,-0.016962495,81.97028,-0.019356966018676758,12,12288,185.63491964899004,12288,-883.692719,0.6876838,0.4363228,0.04719467,-0.6681064963340759,0.1202249,-0.21154904860688883,-0.8671908877171948,-0.9744503786420973,2.7319226290669616,0.11093427858821342,138,-0.5,-0.2,0.25
1024.0,64,0.019070694,0.1553711,8.230513,-0.01697075,80.627594,-0.03229081630706787,13,13312,201.57147928199265,13312,-883.8593116153845,0.6656277,0.4309992,0.07731672,-0.5617342591285706,0.1186358,-0.32280103636980795,-0.8650961164465161,-0.970680601683456,2.1724176479147594,0.10362690562225617,114,-0.5,-0.2,0.25
1024.0,58,0.018403312,0.15234375,8.228312,-0.017173862,77.87685,-0.015539288520812988,14,14336,218.94501196598867,14336,-883.2801160714286,0.68707246,0.41875768,0.041850075,-0.6002156138420105,0.1196473,-0.18980281875344107,-0.8552251700264842,-0.9743513902825849,2.470268389620429,0.11558135945592315,153,-0.5,0.2,0.25
1024.0,69,0.023868259,0.19453125,8.169058,-0.021069301,78.714005,-0.01104271411895752,15,15360,233.63121436499932,15360,-883.2512855333333,0.6721374,0.4258324,0.06887613,-0.6333065629005432,0.11595563,-0.29331690623750506,-0.8621559159349396,-0.9718367771466996,2.38443660229844,0.10697290856973826,165,-0.5,0.2,0.25
1024.0,62,0.024500916,0.18886718,8.097847,-0.02222867,78.30377,-0.0068628787994384766,16,16384,250.03644487498968,16384,-883.3107448125,0.6851468,0.4272853,0.048132498,-0.6579563021659851,0.115093,-0.21528463546523602,-0.8634791350230948,-0.9740376166559089,2.547583451669503,0.10636719786100857,164,-0.5,0.2,0.25
1024.0,72,0.026354525,0.20839843,8.15262,-0.026012024,78.04054,-0.006308197975158691,17,17408,264.07777282399184,17408,-883.3729774705884,0.6879845,0.42661494,0.072940044,-0.3810184597969055,0.11687692,-0.30766814407550136,-0.8636413087098012,-0.9744989560733816,2.062442672574497,0.09880796048018335,174,-0.5,-0.2,0.25
1024.0,12,0.02295532,0.18496093,8.207337,-0.01985071,76.788376,-0.011193990707397461,18,18432,343.95700842898805,18432,-883.308846888889,0.6806858,0.42547086,0.06909536,-0.48711058497428894,0.11858196,-0.29409854704219807,-0.8615416279000265,-0.9732990111816981,2.0786321186343195,0.10400622201558711,186,-0.5,0.2,0.25
1024.0,42,0.018899508,0.15332031,8.128602,-0.01979566,75.174324,-0.006728410720825195,19,19456,367.89010329199664,19456,-882.9658875789473,0.683841,0.4187171,0.042736754,-0.5945154428482056,0.11772187,-0.19347237356558022,-0.8562427933063712,-0.973823115245904,2.4034143471570846,0.11216206397227793,192,-0.5,0.2,0.25
1024.0,35,0.02752856,0.20546874,8.10729,-0.023144431,74.524445,-0.00646209716796875,20,20480,396.77486616499664,20480,-882.69326875,0.67584765,0.41797507,0.0346488,-0.7083499431610107,0.11396133,-0.15841661714235422,-0.8569467881808897,-0.972479112380416,2.5616306318502726,0.11142756904985626,172,-0.5,0.2,0.25
1024.0,20,0.026522392,0.20898438,8.062613,-0.020060595,73.012,-0.0009785890579223633,21,21504,446.64887079098844,21504,-882.1357166666667,0.68745,0.41148615,0.042736147,-0.5713586807250977,0.11856462,-0.19346987018086537,-0.8505709712015462,-0.9744125542435542,2.178816832094487,0.11428129614401351,193,-0.5,-0.2,0.25
1024.0,79,0.019571034,0.16171876,7.972983,-0.019058157,71.26855,-0.007153868675231934,22,22528,459.46844618399336,22528,-881.3875950909091,0.6737764,0.40654862,0.04704881,-0.46872609853744507,0.12190864,-0.2109661364727664,-0.8453877362430997,-0.9721219980042375,2.2382329879977023,0.11995936590543171,180,-0.5,-0.2,0.25
1024.0,75,0.020963157,0.16835937,7.9247017,-0.017273292,69.99215,-0.0040389299392700195,23,23552,473.0898213749897,23552,-880.5665974782609,0.6636442,0.4051568,0.030900996,-0.6076430678367615,0.12379066,-0.1397165603521242,-0.8422896973905813,-0.9703207640180795,2.292424452723202,0.12854329960354438,173,-0.5,-0.2,0.25
1024.0,33,0.032547284,0.22607422,7.8449388,-0.022444185,70.455246,-0.002232789993286133,24,24576,503.6401819899911,24576,-880.0889243333332,0.68609244,0.4107676,0.031186802,-0.508409857749939,0.12168234,-0.14125291336050738,-0.8487328533853635,-0.9741920790108876,2.2215331678028,0.1172904715405649,157,-0.5,-0.2,0.25
1024.0,52,0.025174648,0.18330078,7.8780584,-0.019673696,67.390305,-0.00042176246643066406,25,25600,523.198834431998,25600,-879.06751336,0.66945034,0.39309812,0.047018386,-0.44754794239997864,0.122072205,-0.2108444825329403,-0.8345250491061157,-0.971364091178805,1.8575534484614216,0.1232461255016028,185,-0.5,-0.2,0.25
1024.0,54,0.026691277,0.19257812,7.872875,-0.019423254,66.025925,-0.0014034509658813477,26,26624,541.8595416320022,26624,-877.9674034615384,0.6774039,0.39311135,0.02014603,-0.4761502742767334,0.12794091,-0.03150904462881454,-0.8305318904305856,-0.9727450133992692,2.1119638610114895,0.13688593241483657,202,-0.5,-0.2,0.25
1024.0,30,0.03297976,0.21347657,7.816046,-0.02066141,66.06987,0.0006968975067138672,27,27648,575.5558013769914,27648,-877.0682437407407,0.6807098,0.39403275,0.022470895,-0.49302154779434204,0.12411336,-0.07066451111071448,-0.8336817298475849,-0.9733030225803921,2.0389218794177704,0.12931570589393634,202,-0.5,0.2,0.25
1024.0,57,0.024412962,0.17041016,7.800528,-0.016636353,65.99534,0.004296541213989258,28,28672,593.5014388900017,28672,-876.3943922142856,0.6696075,0.39951628,0.053064805,-0.44718658924102783,0.1253206,-0.2346061618608526,-0.8380863293752908,-0.9713919160270044,1.8782957335013488,0.12463625726012603,185,-0.5,-0.2,0.25
1024.0,45,0.02418559,0.19296876,7.691971,-0.023060437,65.21643,0.00019288063049316406,29,29696,616.0079067009938,29696,-875.6564239999999,0.67775434,0.39471036,0.053859506,-0.4873022437095642,0.12314088,-0.23767137847194653,-0.834954408299395,-0.9728045995572948,1.9492765601540525,0.12625088950490243,186,-0.5,0.2,0.25
1024.0,67,0.022201918,0.18476562,7.5917525,-0.014320907,64.76536,1.33514404296875e-05,30,30720,631.2375733730005,30720,-874.9770718666666,0.66017866,0.39566964,0.037000645,-0.4726865589618683,0.1241149,-0.1690831831254872,-0.835230332331646,-0.9696834415032977,2.156523727844369,0.12818829139576657,194,-0.5,-0.2,0.25
1024.0,37,0.026396638,0.19912109,7.5050673,-0.018247792,61.992928,-0.0015488862991333008,31,31744,658.8222215879941,31744,-873.986522483871,0.67138535,0.384807,0.03855705,-0.4194481670856476,0.1271595,-0.1758791863955661,-0.8244824619559121,-0.9717051239658935,1.7293015670021386,0.13357071445169608,175,-0.5,0.2,0.25
1024.0,64,0.02147209,0.1640625,7.425576,-0.01787092,60.65169,-0.0012134313583374023,32,32768,674.6251710439974,32768,-872.895400875,0.686732,0.38027242,0.035698388,-0.4212106466293335,0.12832771,-0.16324736741684787,-0.8194049133457283,-0.9742961335391492,1.8807746488760595,0.1404710172438998,177,-0.5,0.2,0.25
1024.0,66,0.03091473,0.22783203,7.283029,-0.022058427,60.14544,0.00016564130783081055,33,33792,689.982318467999,33792,-871.8351003636362,0.6713071,0.37904894,0.009517162,-0.4264121353626251,0.12655571,0.8793760308882326,-0.8182670744226614,-0.9716913948931817,3.0602572771999323,0.14805471889944155,154,-0.5,0.2,0.25
1024.0,49,0.031417135,0.22734375,7.179765,-0.01812501,60.782,-0.0002599954605102539,34,34816,710.52551829,34816,-871.0332185882353,0.67673135,0.38403946,0.053968232,-0.4562010169029236,0.12501465,-0.23808975164416257,-0.8247764840092624,-0.9726303523655996,1.7406867937260515,0.1326667829388584,163,-0.5,-0.2,0.25
1024.0,65,0.026223049,0.20185547,7.1356864,-0.018288543,58.71892,0.0012253522872924805,35,35840,726.0804279699951,35840,-870.0362598857142,0.6732348,0.37377435,0.023531668,-0.3748718500137329,0.123904526,-0.08388680216903621,-0.8165426403409569,-0.972028012626244,1.7014950131027868,0.13412245162523365,174,-0.5,-0.2,0.25
1024.0,17,0.023802053,0.1930664,7.140423,-0.019310562,59.92347,0.0009419918060302734,36,36864,784.2839011339966,36864,-869.3813456388888,0.6668004,0.38505983,0.04227717,-0.3648510277271271,0.12469982,-0.19157393426180602,-0.8266204564198499,-0.9708916656656384,1.63859972775517,0.12721051808976172,197,-0.5,-0.2,0.25
