# {"t_start": 1573049801.2814472, "env_id": "MARARandomTarget-v0"} 
r,l,t
-889.71288,1024,277.361309
-886.925486,1024,705.235012
-882.696125,1024,727.10581
-884.201904,1024,745.287842
-883.167602,1024,778.445179
-881.962552,1024,803.087804
-879.482277,1024,823.188569
-880.190434,1024,857.504439
-886.58909,1024,888.855016
-889.317387,1024,906.510262
-888.840052,1024,926.559015
-881.368033,1024,944.842392
-889.284638,1024,968.445923
